,Unnamed: 0,EmbryoID,Position,Membrane signal,Cytoplasmic signal
270,70,2,70,-20.666927,0.11200469
271,71,2,71,164.2976,0.11200469
272,72,2,72,-20.666927,0.11200469
273,73,2,73,-20.666925,0.11200469
274,74,2,74,262.86343,0.11200469
275,75,2,75,75.56434,0.11200469
276,76,2,76,-20.666925,0.11200469
277,77,2,77,100.27137,0.11200469
278,78,2,78,531.22784,0.11200469
279,79,2,79,478.44028,0.11200469
280,80,2,80,242.62712,0.11200469
281,81,2,81,341.75748,0.11200469
282,82,2,82,307.6189,0.11200469
283,83,2,83,158.33939,0.11200469
284,84,2,84,457.47687,0.11200469
285,85,2,85,322.917,0.11200469
286,86,2,86,-20.666927,0.11200469
287,87,2,87,331.92383,0.11200469
288,88,2,88,-20.666927,0.11200469
289,89,2,89,462.35468,0.11200469
290,90,2,90,-20.666925,0.11200469
291,91,2,91,88.71367,0.11200469
292,92,2,92,339.25583,0.11200469
293,93,2,93,-20.666927,0.11200469
294,94,2,94,-20.666925,0.11200469
295,95,2,95,583.4427,0.11200469
296,96,2,96,59.648304,0.11200469
297,97,2,97,473.7464,0.11200469
298,98,2,98,448.0316,0.11200469
299,99,2,99,164.52725,0.11200469
300,0,3,0,-17.134848,-5.5169797
301,1,3,1,-17.134848,-5.5169797
302,2,3,2,-17.134848,-5.5169797
303,3,3,3,-17.134848,-5.5169797
304,4,3,4,-17.134848,-5.5169797
305,5,3,5,-17.134848,-5.5169797
306,6,3,6,319.00336,-5.5169797
307,7,3,7,-17.134848,-5.5169797
308,8,3,8,-17.134848,-5.5169797
309,9,3,9,-17.134848,-5.5169797
310,10,3,10,-17.134848,-5.5169797
311,11,3,11,-17.134848,-5.5169797
312,12,3,12,-17.134848,-5.5169797
313,13,3,13,-17.134848,-5.5169797
314,14,3,14,-17.134848,-5.5169797
315,15,3,15,-17.134848,-5.5169797
316,16,3,16,70.1177,-5.5169797
317,17,3,17,-17.134848,-5.5169797
318,18,3,18,-17.134848,-5.5169797
319,19,3,19,-17.134848,-5.5169797
320,20,3,20,-17.134848,-5.5169797
321,21,3,21,-17.134848,-5.5169797
322,22,3,22,-17.134848,-5.5169797
323,23,3,23,-17.134848,-5.5169797
324,24,3,24,-17.134848,-5.5169797
325,25,3,25,-17.134848,-5.5169797
326,26,3,26,-17.134848,-5.5169797
327,27,3,27,-17.134848,-5.5169797
328,28,3,28,-17.134848,-5.5169797
329,29,3,29,-17.134848,-5.5169797
330,30,3,30,-17.134848,-5.5169797
331,31,3,31,-17.134848,-5.5169797
332,32,3,32,-17.134848,-5.5169797
333,33,3,33,-17.134848,-5.5169797
334,34,3,34,-17.134848,-5.5169797
335,35,3,35,-17.134848,-5.5169797
336,36,3,36,-17.134848,-5.5169797
337,37,3,37,-17.134848,-5.5169797
338,38,3,38,-17.134848,-5.5169797
339,39,3,39,-17.134848,-5.5169797
340,40,3,40,-17.134848,-5.5169797
341,41,3,41,-17.134848,-5.5169797
342,42,3,42,-17.134848,-5.5169797
343,43,3,43,-17.134848,-5.5169797
344,44,3,44,-17.134848,-5.5169797
345,45,3,45,-17.134848,-5.5169797
346,46,3,46,-17.134848,-5.5169797
347,47,3,47,-17.134848,-5.5169797
348,48,3,48,-17.134848,-5.5169797
349,49,3,49,-17.134848,-5.5169797
350,50,3,50,-17.134848,-5.5169797
351,51,3,51,-17.134848,-5.5169797
352,52,3,52,-17.134848,-5.5169797
353,53,3,53,-17.134848,-5.5169797
354,54,3,54,-17.134848,-5.5169797
355,55,3,55,99.41859,-5.5169797
356,56,3,56,-17.134848,-5.5169797
357,57,3,57,-17.134848,-5.5169797
358,58,3,58,-17.134848,-5.5169797
359,59,3,59,-17.134848,-5.5169797
360,60,3,60,-17.134848,-5.5169797
361,61,3,61,-17.134848,-5.5169797
362,62,3,62,-17.134848,-5.5169797
363,63,3,63,-17.134848,-5.5169797
364,64,3,64,-17.134848,-5.5169797
365,65,3,65,-17.134848,-5.5169797
366,66,3,66,-17.134848,-5.5169797
367,67,3,67,-17.134848,-5.5169797
368,68,3,68,-17.134848,-5.5169797
369,69,3,69,-17.134848,-5.5169797
370,70,3,70,-17.134848,-5.5169797
371,71,3,71,-17.134848,-5.5169797
372,72,3,72,-17.134848,-5.5169797
373,73,3,73,-17.134848,-5.5169797
374,74,3,74,-17.134848,-5.5169797
375,75,3,75,-17.134848,-5.5169797
376,76,3,76,-17.134848,-5.5169797
377,77,3,77,-17.134848,-5.5169797
378,78,3,78,-17.134848,-5.5169797
379,79,3,79,-17.134848,-5.5169797
380,80,3,80,-17.134848,-5.5169797
381,81,3,81,-17.134848,-5.5169797
382,82,3,82,-17.134848,-5.5169797
383,83,3,83,-17.134848,-5.5169797
384,84,3,84,-17.134848,-5.5169797
385,85,3,85,-17.134848,-5.5169797
386,86,3,86,130.19855,-5.5169797
387,87,3,87,81.18542,-5.5169797
388,88,3,88,-17.134848,-5.5169797
389,89,3,89,-17.134848,-5.5169797
390,90,3,90,-17.134848,-5.5169797
391,91,3,91,-17.134848,-5.5169797
392,92,3,92,-17.134848,-5.5169797
393,93,3,93,-17.134848,-5.5169797
394,94,3,94,-17.134848,-5.5169797
395,95,3,95,-17.134848,-5.5169797
396,96,3,96,-17.134848,-5.5169797
397,97,3,97,-17.134848,-5.5169797
398,98,3,98,-17.134848,-5.5169797
399,99,3,99,-17.134848,-5.5169797
400,0,4,0,3.738898,96.14681
401,1,4,1,-30.12662,96.14681
402,2,4,2,-11.299235,96.14681
403,3,4,3,391.03058,96.14681
404,4,4,4,24.672745,96.14681
405,5,4,5,368.2098,96.14681
406,6,4,6,130.93327,96.14681
407,7,4,7,204.62001,96.14681
408,8,4,8,165.72978,96.14681
409,9,4,9,39.666702,96.14681
410,10,4,10,-30.131044,96.14681
411,11,4,11,-30.131,96.14681
412,12,4,12,74.52467,96.14681
413,13,4,13,392.476,96.14681
414,14,4,14,171.39667,96.14681
415,15,4,15,662.0337,96.14681
416,16,4,16,470.39395,96.14681
417,17,4,17,465.26895,96.14681
418,18,4,18,170.30591,96.14681
419,19,4,19,-30.128616,96.14681
420,20,4,20,-0.6303175,96.14681
421,21,4,21,523.7057,96.14681
422,22,4,22,815.8271,96.14681
423,23,4,23,-30.13104,96.14681
424,24,4,24,107.76394,96.14681
425,25,4,25,388.8109,96.14681
426,26,4,26,189.39128,96.14681
427,27,4,27,399.45282,96.14681
428,28,4,28,215.66557,96.14681
429,29,4,29,360.74973,96.14681
430,30,4,30,579.1025,96.14681
431,31,4,31,713.5742,96.14681
432,32,4,32,190.6636,96.14681
433,33,4,33,228.73132,96.14681
434,34,4,34,712.57367,96.14681
435,35,4,35,-30.131044,96.14681
436,36,4,36,-30.131044,96.14681
437,37,4,37,-30.083115,96.14681
438,38,4,38,-30.131044,96.14681
439,39,4,39,-30.131044,96.14681
440,40,4,40,-30.131046,96.14681
441,41,4,41,-30.131044,96.14681
442,42,4,42,-30.131044,96.14681
443,43,4,43,132.97914,96.14681
444,44,4,44,796.3484,96.14681
445,45,4,45,-30.131044,96.14681
446,46,4,46,511.6176,96.14681
447,47,4,47,438.66174,96.14681
448,48,4,48,187.36166,96.14681
449,49,4,49,-30.131044,96.14681
450,50,4,50,-30.111696,96.14681
451,51,4,51,-11.950311,96.14681
452,52,4,52,224.05531,96.14681
453,53,4,53,-30.131,96.14681
454,54,4,54,-30.131046,96.14681
455,55,4,55,570.08093,96.14681
456,56,4,56,486.9182,96.14681
457,57,4,57,563.8607,96.14681
458,58,4,58,-30.131044,96.14681
459,59,4,59,434.089,96.14681
460,60,4,60,-30.131044,96.14681
461,61,4,61,-30.131044,96.14681
462,62,4,62,20.142467,96.14681
463,63,4,63,50.133537,96.14681
464,64,4,64,-30.131044,96.14681
465,65,4,65,411.55505,96.14681
466,66,4,66,495.726,96.14681
467,67,4,67,378.66644,96.14681
468,68,4,68,197.55011,96.14681
469,69,4,69,468.76163,96.14681
470,70,4,70,669.0987,96.14681
471,71,4,71,658.4287,96.14681
472,72,4,72,186.43143,96.14681
473,73,4,73,909.56616,96.14681
474,74,4,74,418.27716,96.14681
475,75,4,75,299.87506,96.14681
476,76,4,76,897.9212,96.14681
477,77,4,77,560.0955,96.14681
478,78,4,78,175.21172,96.14681
479,79,4,79,626.39594,96.14681
480,80,4,80,1024.5986,96.14681
481,81,4,81,917.57324,96.14681
482,82,4,82,264.4869,96.14681
483,83,4,83,468.95248,96.14681
484,84,4,84,-30.131046,96.14681
485,85,4,85,257.7874,96.14681
486,86,4,86,163.77335,96.14681
487,87,4,87,-30.131046,96.14681
488,88,4,88,595.96277,96.14681
489,89,4,89,445.41467,96.14681
490,90,4,90,36.736916,96.14681
491,91,4,91,-30.131044,96.14681
492,92,4,92,604.9685,96.14681
493,93,4,93,663.2228,96.14681
494,94,4,94,679.08734,96.14681
495,95,4,95,415.96283,96.14681
496,96,4,96,128.84444,96.14681
497,97,4,97,839.0274,96.14681
498,98,4,98,-30.131044,96.14681
499,99,4,99,226.87285,96.14681
500,0,5,0,2206.861,342.07968
501,1,5,1,1990.5702,342.07968
502,2,5,2,1664.027,342.07968
503,3,5,3,2455.0347,342.07968
504,4,5,4,2259.988,342.07968
505,5,5,5,1885.9681,342.07968
506,6,5,6,1946.5449,342.07968
507,7,5,7,2330.7,342.07968
508,8,5,8,2060.791,342.07968
509,9,5,9,2076.9448,342.07968
510,10,5,10,1719.3271,342.07968
511,11,5,11,2101.7131,342.07968
512,12,5,12,2051.8928,342.07968
513,13,5,13,1981.8984,342.07968
514,14,5,14,2184.2766,342.07968
515,15,5,15,1964.0424,342.07968
516,16,5,16,2235.4314,342.07968
517,17,5,17,1696.699,342.07968
518,18,5,18,2073.0764,342.07968
519,19,5,19,1953.7828,342.07968
520,20,5,20,2078.7947,342.07968
521,21,5,21,2047.5359,342.07968
522,22,5,22,2029.3141,342.07968
523,23,5,23,1972.4684,342.07968
524,24,5,24,1977.3601,342.07968
525,25,5,25,2338.1255,342.07968
526,26,5,26,1297.2174,342.07968
527,27,5,27,1444.9414,342.07968
528,28,5,28,1922.0107,342.07968
529,29,5,29,2010.8568,342.07968
530,30,5,30,1931.648,342.07968
531,31,5,31,1710.5613,342.07968
532,32,5,32,1580.6746,342.07968
533,33,5,33,1842.9154,342.07968
534,34,5,34,1488.7479,342.07968
535,35,5,35,1188.8096,342.07968
536,36,5,36,1482.2786,342.07968
537,37,5,37,1899.2708,342.07968
538,38,5,38,1073.5939,342.07968
539,39,5,39,1494.4275,342.07968
540,40,5,40,1958.2515,342.07968
541,41,5,41,1693.7637,342.07968
542,42,5,42,1853.8846,342.07968
543,43,5,43,1552.541,342.07968
544,44,5,44,1959.8551,342.07968
545,45,5,45,1433.286,342.07968
546,46,5,46,1331.8514,342.07968
547,47,5,47,1244.0554,342.07968
548,48,5,48,1731.7479,342.07968
549,49,5,49,1750.7578,342.07968
550,50,5,50,1355.78,342.07968
551,51,5,51,1639.8978,342.07968
552,52,5,52,1513.8613,342.07968
553,53,5,53,1313.4847,342.07968
554,54,5,54,1359.5486,342.07968
555,55,5,55,1280.4097,342.07968
556,56,5,56,1090.0654,342.07968
557,57,5,57,1325.7517,342.07968
558,58,5,58,1316.8119,342.07968
559,59,5,59,1321.9829,342.07968
560,60,5,60,1656.1039,342.07968
561,61,5,61,1952.7974,342.07968
562,62,5,62,1431.6274,342.07968
563,63,5,63,2025.9752,342.07968
564,64,5,64,1745.988,342.07968
565,65,5,65,2005.5471,342.07968
566,66,5,66,2119.64,342.07968
567,67,5,67,1423.3474,342.07968
568,68,5,68,1889.6564,342.07968
569,69,5,69,2068.0574,342.07968
570,70,5,70,1784.8484,342.07968
571,71,5,71,1926.8475,342.07968
572,72,5,72,1680.6559,342.07968
573,73,5,73,1706.7832,342.07968
574,74,5,74,2248.5972,342.07968
575,75,5,75,1913.8403,342.07968
576,76,5,76,1859.8383,342.07968
577,77,5,77,2132.9272,342.07968
578,78,5,78,1770.3392,342.07968
579,79,5,79,2060.344,342.07968
580,80,5,80,1785.0154,342.07968
581,81,5,81,1770.0946,342.07968
582,82,5,82,1809.0104,342.07968
583,83,5,83,1566.7202,342.07968
584,84,5,84,1835.9888,342.07968
585,85,5,85,1992.3463,342.07968
586,86,5,86,2284.9893,342.07968
587,87,5,87,1464.9786,342.07968
588,88,5,88,1824.8025,342.07968
589,89,5,89,1724.9182,342.07968
590,90,5,90,2068.3591,342.07968
591,91,5,91,1647.4604,342.07968
592,92,5,92,2946.4453,342.07968
593,93,5,93,2364.0566,342.07968
594,94,5,94,2017.6711,342.07968
595,95,5,95,2808.1694,342.07968
596,96,5,96,2007.246,342.07968
597,97,5,97,2303.7515,342.07968
598,98,5,98,2236.148,342.07968
599,99,5,99,2439.045,342.07968
600,0,6,0,2719.8843,348.17545
601,1,6,1,2667.7283,348.17545
602,2,6,2,2512.8213,348.17545
603,3,6,3,2805.985,348.17545
604,4,6,4,2298.9878,348.17545
605,5,6,5,2347.4817,348.17545
606,6,6,6,2392.9421,348.17545
607,7,6,7,2416.4402,348.17545
608,8,6,8,2244.984,348.17545
609,9,6,9,2050.114,348.17545
610,10,6,10,2282.17,348.17545
611,11,6,11,1967.684,348.17545
612,12,6,12,2190.9795,348.17545
613,13,6,13,2776.732,348.17545
614,14,6,14,2158.2378,348.17545
615,15,6,15,2547.6929,348.17545
616,16,6,16,1962.3195,348.17545
617,17,6,17,1768.5216,348.17545
618,18,6,18,2059.5344,348.17545
619,19,6,19,1835.0704,348.17545
620,20,6,20,1691.6279,348.17545
621,21,6,21,1546.6976,348.17545
622,22,6,22,1553.6875,348.17545
623,23,6,23,2059.4973,348.17545
624,24,6,24,2047.329,348.17545
625,25,6,25,1729.203,348.17545
626,26,6,26,1440.6592,348.17545
627,27,6,27,2078.6562,348.17545
628,28,6,28,1542.1094,348.17545
629,29,6,29,1689.6415,348.17545
630,30,6,30,1603.1683,348.17545
631,31,6,31,1835.5563,348.17545
632,32,6,32,1753.4806,348.17545
633,33,6,33,2109.648,348.17545
634,34,6,34,1500.3077,348.17545
635,35,6,35,1643.5005,348.17545
636,36,6,36,1217.9855,348.17545
637,37,6,37,2011.4414,348.17545
638,38,6,38,1902.0691,348.17545
639,39,6,39,1669.4694,348.17545
640,40,6,40,1342.1401,348.17545
641,41,6,41,1843.4146,348.17545
642,42,6,42,2330.8884,348.17545
643,43,6,43,2979.9043,348.17545
644,44,6,44,2973.8901,348.17545
645,45,6,45,1522.057,348.17545
646,46,6,46,2097.9067,348.17545
647,47,6,47,1664.0742,348.17545
648,48,6,48,1765.1901,348.17545
649,49,6,49,1637.9913,348.17545
650,50,6,50,1907.5176,348.17545
651,51,6,51,2203.9949,348.17545
652,52,6,52,2548.7083,348.17545
653,53,6,53,2309.558,348.17545
654,54,6,54,2336.3,348.17545
655,55,6,55,1743.3522,348.17545
656,56,6,56,1533.6368,348.17545
657,57,6,57,1734.0721,348.17545
658,58,6,58,1648.7592,348.17545
659,59,6,59,2023.9166,348.17545
660,60,6,60,1940.0214,348.17545
661,61,6,61,1747.2092,348.17545
662,62,6,62,1971.7258,348.17545
663,63,6,63,1651.673,348.17545
664,64,6,64,1516.5464,348.17545
665,65,6,65,2146.451,348.17545
666,66,6,66,1598.1947,348.17545
667,67,6,67,1541.0894,348.17545
668,68,6,68,1514.0408,348.17545
669,69,6,69,1609.6487,348.17545
670,70,6,70,1842.8245,348.17545
671,71,6,71,2253.5332,348.17545
672,72,6,72,2011.1124,348.17545
673,73,6,73,2138.812,348.17545
674,74,6,74,1857.2849,348.17545
675,75,6,75,2256.4138,348.17545
676,76,6,76,2079.2605,348.17545
677,77,6,77,2074.4204,348.17545
678,78,6,78,1731.2908,348.17545
679,79,6,79,2009.4435,348.17545
680,80,6,80,1989.2057,348.17545
681,81,6,81,1884.9487,348.17545
682,82,6,82,2271.6921,348.17545
683,83,6,83,2002.9241,348.17545
684,84,6,84,2395.7068,348.17545
685,85,6,85,1938.2448,348.17545
686,86,6,86,2171.1345,348.17545
687,87,6,87,1812.8915,348.17545
688,88,6,88,1806.3386,348.17545
689,89,6,89,2439.1848,348.17545
690,90,6,90,1934.6277,348.17545
691,91,6,91,2211.8394,348.17545
692,92,6,92,2310.3125,348.17545
693,93,6,93,1963.58,348.17545
694,94,6,94,2387.1892,348.17545
695,95,6,95,2059.3455,348.17545
696,96,6,96,2132.6113,348.17545
697,97,6,97,2547.0981,348.17545
698,98,6,98,2420.6555,348.17545
699,99,6,99,2615.785,348.17545
700,0,7,0,1541.1644,324.67175
701,1,7,1,1320.4835,324.67175
702,2,7,2,1350.0077,324.67175
703,3,7,3,1945.8428,324.67175
704,4,7,4,1257.6525,324.67175
705,5,7,5,1741.3445,324.67175
706,6,7,6,1599.9393,324.67175
707,7,7,7,1137.5635,324.67175
708,8,7,8,1182.7502,324.67175
709,9,7,9,1668.2363,324.67175
710,10,7,10,1117.4253,324.67175
711,11,7,11,1494.2603,324.67175
712,12,7,12,1544.0381,324.67175
713,13,7,13,1568.5485,324.67175
714,14,7,14,1251.1859,324.67175
715,15,7,15,1246.1588,324.67175
716,16,7,16,1307.3633,324.67175
717,17,7,17,1338.7883,324.67175
