,Unnamed: 0,Path,EmbryoID,Line,Date,RNAi,Cyt,Mem_tot,Mem_ant,Mem_post,UniPol,Genotype
0,0,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,30_",1580292350,lp637,200129,wt,1.0744708617762861e-08,2.373211622194403e-06,-4.315153166200063e-08,5.533378396618724e-06,Pol,WT
1,1,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,30_1",1580292382,lp637,200129,wt,9.999841306042883e-09,2.264743617746734e-06,-5.1557916004051045e-08,5.484352420922258e-06,Pol,WT
2,2,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,30_2",1580292449,lp637,200129,wt,9.853956369208732e-09,2.213699904351765e-06,-5.462821469804437e-08,5.374756058426538e-06,Pol,WT
3,3,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_",1580292501,lp637,200129,wt,9.867814761666377e-09,2.232381740500826e-06,-5.670849187658409e-08,5.30045142698124e-06,Pol,WT
4,4,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_1",1580292520,lp637,200129,wt,9.80110775236728e-09,2.2190003181860084e-06,-5.7005042916900414e-08,5.2210395949193475e-06,Pol,WT
5,5,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_2",1580292634,lp637,200129,wt,8.981609436962412e-09,1.821807997184731e-06,7.847368560960818e-08,4.119715524322669e-06,Pol,WT
6,6,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_3",1580292710,lp637,200129,wt,1.0421224725441247e-08,1.95578689332877e-06,-4.349903888384219e-08,4.741964480597247e-06,Pol,WT
7,7,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_4",1580292794,lp637,200129,wt,1.1519081603347949e-08,2.2026626119687775e-06,-6.032039780229976e-08,4.981104703020694e-06,Pol,WT
8,8,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_5",1580292871,lp637,200129,wt,1.0576347838867349e-08,2.364158336982013e-06,-7.719777104259033e-08,5.524754202197873e-06,Pol,WT
17,17,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/00",1580465014,lp637,200131,2001301800par2,3.2037569072457175e-09,1.525361823603569e-07,6.381869336459707e-08,3.523498787860039e-07,Pol,WT
18,18,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/01",1580465112,lp637,200131,2001301800par2,2.545796898957227e-09,7.85988039886563e-08,4.756578307266323e-08,1.3968798117078994e-07,Pol,WT
19,19,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/02",1580465526,lp637,200131,2001301800par2,2.8294444387716637e-09,1.0514305134100906e-07,3.7771368379687594e-08,2.406593252057852e-07,Pol,WT
20,20,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/03",1580465615,lp637,200131,2001301800par2,3.475281045731899e-09,1.2723845100590073e-07,3.5202742966828246e-08,3.341973369699006e-07,Pol,WT
21,21,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/04",1580465704,lp637,200131,2001301800par2,3.43340897932023e-09,1.823503202888227e-07,2.8159382592157296e-08,5.413172820130065e-07,Pol,WT
24,24,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/06",1580466806,nwg201,200131,2001301800par2,2.5684738994104977e-09,1.8737484521278396e-07,1.3626366166002369e-07,2.337924163650462e-07,Uni,WT
25,25,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/07",1580466933,nwg201,200131,2001301800par2,6.489147588312077e-10,9.382296662415967e-08,6.119516340951272e-08,1.0308888970767852e-07,Uni,WT
26,26,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/08",1580467263,nwg201,200131,2001301800par2,2.2669610363027346e-09,8.726332666937309e-08,8.690864775891127e-08,1.4883212598516525e-07,Uni,WT
27,27,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/09",1580467394,nwg201,200131,2001301800par2,1.5561692119577051e-09,5.262049625808762e-08,2.8758058259881802e-08,6.109870711533049e-08,Uni,WT
28,28,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/10",1580467481,nwg201,200131,2001301800par2,1.8536487591043075e-09,9.627997200330356e-08,8.509023294080676e-08,1.3574896410801865e-07,Uni,WT
29,29,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/11",1580467559,nwg201,200131,2001301800par2,1.729091347592877e-09,6.896520347794783e-08,6.116209124793228e-08,7.81108054213053e-08,Uni,WT
38,38,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_wt_tom4,15,60/18",1580469608,nwg201,200131,wt,7.250984820416935e-09,2.098514735787101e-06,2.0537325213779563e-06,2.3991805490136007e-06,Uni,WT
39,39,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_wt_tom4,15,60/19",1580469705,nwg201,200131,wt,7.3183943054899495e-09,1.9445040142802838e-06,1.7137337036767094e-06,2.37970167091706e-06,Uni,WT
40,40,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_wt_tom4,15,60/20",1580469806,nwg201,200131,wt,7.939922995528944e-09,2.378983047796704e-06,1.9896622707551103e-06,2.6664568102490193e-06,Uni,WT
41,41,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_wt_tom4,15,60/21",1580469929,nwg201,200131,wt,8.293348931096542e-09,2.034542503442789e-06,2.1283757249220655e-06,2.3670278771687207e-06,Uni,WT
42,42,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_wt_tom4,15,60/22",1580470040,nwg201,200131,wt,8.72366833847166e-09,2.3254010193389057e-06,2.423995417901752e-06,2.430948451945074e-06,Uni,WT
46,46,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/30",1580477460,lp637,200131,2001310930par2,1.1078862699891777e-08,1.9072429930666383e-06,-5.493754507994312e-08,5.216170419008702e-06,Pol,WT
47,47,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/32",1580477805,lp637,200131,2001310930par2,1.0803682755700129e-08,1.8509390625346715e-06,-4.190631606774657e-08,4.40104907918195e-06,Pol,WT
48,48,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/33",1580477895,lp637,200131,2001310930par2,1.0772601303514036e-08,2.4123999942798107e-06,-5.3453736175389255e-08,6.343185495166641e-06,Pol,WT
49,49,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/34",1580478174,lp637,200131,2001310930par2,1.0985227076730954e-08,1.9010610664566942e-06,-5.270864676210321e-08,4.722934887906683e-06,Pol,WT
50,50,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/34",1580478374,nwg201,200131,2001310930par2,7.800249838854208e-09,2.1326424031267914e-06,1.871991807760001e-06,2.3171796673279687e-06,Uni,WT
51,51,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/35",1580478458,nwg201,200131,2001310930par2,6.759319432744057e-09,2.012629689045937e-06,2.02298546597965e-06,2.4077009018765245e-06,Uni,WT
52,52,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/36",1580478555,nwg201,200131,2001310930par2,7.3096116669599414e-09,1.6728164778231196e-06,1.692189723312427e-06,1.996878051790584e-06,Uni,WT
53,53,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/37",1580478641,nwg201,200131,2001310930par2,6.70726349723343e-09,1.7433689800709422e-06,1.7332945224968983e-06,2.123719526330416e-06,Uni,WT
54,54,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/38",1580478817,nwg201,200131,2001310930par2,7.319906939921581e-09,1.976674934610706e-06,1.8878454628559288e-06,2.3573357785792044e-06,Uni,WT
55,55,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/39",1580478938,nwg201,200131,2001310930par2,7.339973166045293e-09,1.9330067519507936e-06,1.7424894263061268e-06,2.1959328329855246e-06,Uni,WT
65,65,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/46",1580483608,lp637,200131,2001310930par2,7.935778613975734e-09,1.0446214193192901e-06,-2.8189196370329983e-08,3.230864058966961e-06,Pol,WT
66,66,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/47",1580483779,lp637,200131,2001310930par2,8.031554363973325e-09,1.106362316233537e-06,-7.660817952486433e-09,2.7927249061047597e-06,Pol,WT
67,67,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/48",1580483848,lp637,200131,2001310930par2,9.267630397734824e-09,1.613801893808299e-06,7.379247558676362e-08,4.2533256432060394e-06,Pol,WT
68,68,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/48",1580484345,nwg201,200131,2001310930par2,7.319615463215854e-09,1.3024922479156447e-06,1.078938152386757e-06,1.4579457634915196e-06,Uni,WT
69,69,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/50",1580484742,nwg201,200131,2001310930par2,7.138640000978093e-09,1.420975312238896e-06,1.4130565345345298e-06,1.593114670375807e-06,Uni,WT
76,76,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/55",1580486326,nwg201,200131,2001310930par2,6.282160789968574e-09,1.540790787887609e-06,1.2293340779588424e-06,1.685404821104059e-06,Uni,WT
77,77,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/56",1580486636,nwg201,200131,2001310930par2,6.404384809237801e-09,1.3183196566813352e-06,1.3537925800168156e-06,1.4724245836542751e-06,Uni,WT
78,78,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/57",1580486733,nwg201,200131,2001310930par2,6.315950663999359e-09,1.0240290707951556e-06,8.750736866998993e-07,1.2925078852073315e-06,Uni,WT
79,79,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/58",1580491158,lp637,200131,2001310930par2,9.162109064888006e-09,1.1615722201525102e-06,-9.960174180071355e-09,2.814990878334082e-06,Pol,WT
80,80,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/59",1580491224,lp637,200131,2001310930par2,8.478386462316736e-09,9.952428056128372e-07,-2.8674638025169032e-08,2.5473054652075213e-06,Pol,WT
81,81,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/60",1580491306,lp637,200131,2001310930par2,8.291193018287522e-09,1.0400032325722638e-06,-2.8040807688993044e-08,2.5360920754426386e-06,Pol,WT
82,82,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/61",1580491323,lp637,200131,2001310930par2,6.929138158952271e-09,7.370819026670636e-07,1.3022202725952857e-07,1.6066959274656133e-06,Pol,WT
83,83,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/62",1580491386,lp637,200131,2001310930par2,5.555198717500514e-09,5.646044598016682e-07,2.129870168203686e-08,1.534060991809717e-06,Pol,WT
84,84,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/64",1580491849,lp637,200131,2001310930par2,8.798111038056245e-09,1.1949504327653078e-06,-2.6982996416714464e-08,3.0708990423860097e-06,Pol,WT
85,85,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/64",1580491992,nwg201,200131,2001310930par2,3.6442266949067414e-09,2.8521640633600494e-07,1.927879056108101e-07,3.8762764572135927e-07,Uni,WT
86,86,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/65",1580492056,nwg201,200131,2001310930par2,7.112946639460267e-09,1.6349108652705073e-06,1.339257782399242e-06,2.0427344479187797e-06,Uni,WT
87,87,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/66",1580492432,nwg201,200131,2001310930par2,5.5970706147768585e-09,9.454885963644201e-07,9.001043914912099e-07,1.0638084736655242e-06,Uni,WT
88,88,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/67",1580492524,nwg201,200131,2001310930par2,3.6084906359865997e-09,1.3733827702936598e-07,1.162609572427633e-07,2.1065026595140914e-07,Uni,WT
89,89,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/68",1580492689,nwg201,200131,2001310930par2,5.852238850828354e-09,9.68287632989706e-07,7.805806329336719e-07,1.3278603651349098e-06,Uni,WT
95,95,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/73",1580497904,lp637,200131,2001310930par2,8.51171177772968e-09,1.0046987828523738e-06,-2.788563942296952e-08,2.6095571170768404e-06,Pol,WT
96,96,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/74",1580498051,lp637,200131,2001310930par2,6.88141772801832e-09,7.95876919531591e-07,-7.688121222805394e-09,2.0364455739369223e-06,Pol,WT
97,97,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/75",1580498161,lp637,200131,2001310930par2,7.0914974493927975e-09,7.127318601063291e-07,1.6770365733626745e-08,1.825528060602799e-06,Pol,WT
98,98,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/76",1580498233,lp637,200131,2001310930par2,7.0638697424651624e-09,6.958268125519467e-07,-8.967425104444183e-09,1.8566287152080722e-06,Pol,WT
99,99,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/77",1580498355,lp637,200131,2001310930par2,6.989557840938054e-09,6.133750302045508e-07,8.080956209905221e-08,1.7622995417026894e-06,Pol,WT
100,100,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_lp637_2001310930par2_tom4,15,60/78",1580498426,lp637,200131,2001310930par2,7.550633585692086e-09,7.982959735128172e-07,3.199811040376293e-08,2.081060820480827e-06,Pol,WT
101,101,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/78",1580498803,nwg201,200131,2001310930par2,4.250264271908882e-09,6.139917519466759e-07,4.771410243415135e-07,7.784848542145976e-07,Uni,WT
102,102,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/79",1580498907,nwg201,200131,2001310930par2,5.441879452533807e-09,6.852099315084518e-07,5.858016765473837e-07,8.203937507035311e-07,Uni,WT
103,103,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/80",1580499013,nwg201,200131,2001310930par2,4.987095057811377e-09,1.900307477829593e-07,1.7205217040820174e-07,3.0480252795141884e-07,Uni,WT
104,104,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/81",1580499117,nwg201,200131,2001310930par2,4.373908295778586e-09,5.016226227624433e-07,4.676817653663568e-07,6.058576062787999e-07,Uni,WT
105,105,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/200131_nwg201_2001310930par2_tom4,15,60/82",1580499371,nwg201,200131,2001310930par2,5.496740442591804e-09,6.666647907624638e-07,5.222688479529972e-07,8.692676579117437e-07,Uni,WT
113,113,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/210428_nwg338_tom4,15,60/00",1619612647,nwg338,210428,wt,1.7719701643976144e-08,8.156497329926061e-07,-4.296506706654632e-08,2.347051409153571e-06,Pol,L109R
114,114,"/Users/blandt/Desktop/PaperData//Imaging/PAR-2 NEBD/210428_nwg338_tom4,15,60/01",1619613124,nwg338,210428,wt,1.652833768582726e-08,8.417180147156371e-07,-3.999892687333265e-08,2.1908860129991733e-06,Pol,L109R
