Frame,Position,Membrane signal,Cytoplasmic signal
2,0,112.84586,0.112003654
2,1,180.63365,0.112003654
2,2,95.85307,0.112003654
2,3,-20.666918,0.112003654
2,4,358.51425,0.112003654
2,5,-20.666916,0.112003654
2,6,-20.666918,0.112003654
2,7,-20.666916,0.112003654
2,8,-0.22285773,0.112003654
2,9,132.19432,0.112003654
2,10,44.633682,0.112003654
2,11,68.48641,0.112003654
2,12,217.91548,0.112003654
2,13,124.66062,0.112003654
2,14,700.6981,0.112003654
2,15,116.99692,0.112003654
2,16,229.5049,0.112003654
2,17,-20.666918,0.112003654
2,18,-6.903632,0.112003654
2,19,-20.666918,0.112003654
2,20,337.4781,0.112003654
2,21,252.63809,0.112003654
2,22,67.080246,0.112003654
2,23,-0.15414488,0.112003654
2,24,298.13846,0.112003654
2,25,269.1977,0.112003654
2,26,-9.55854,0.112003654
2,27,310.9636,0.112003654
2,28,121.83179,0.112003654
2,29,88.110146,0.112003654
2,30,-20.666916,0.112003654
2,31,142.74998,0.112003654
2,32,268.87247,0.112003654
2,33,-11.349955,0.112003654
2,34,154.64993,0.112003654
2,35,267.5804,0.112003654
2,36,-20.666916,0.112003654
2,37,237.6128,0.112003654
2,38,-20.666916,0.112003654
2,39,-20.666916,0.112003654
2,40,202.91357,0.112003654
2,41,-20.666918,0.112003654
2,42,-20.666918,0.112003654
2,43,-0.37421367,0.112003654
2,44,80.17225,0.112003654
2,45,-20.666916,0.112003654
2,46,-0.16188493,0.112003654
2,47,-20.666916,0.112003654
2,48,-20.666916,0.112003654
2,49,-0.25609404,0.112003654
2,50,372.67102,0.112003654
2,51,201.05206,0.112003654
2,52,190.3413,0.112003654
2,53,80.14814,0.112003654
2,54,-20.666916,0.112003654
2,55,240.09991,0.112003654
2,56,-20.666916,0.112003654
2,57,-20.666916,0.112003654
2,58,-2.1692312,0.112003654
2,59,174.81427,0.112003654
2,60,-20.666916,0.112003654
2,61,-20.666916,0.112003654
2,62,-20.666916,0.112003654
2,63,-20.666918,0.112003654
2,64,-20.666918,0.112003654
2,65,212.17572,0.112003654
2,66,-20.666918,0.112003654
2,67,-20.666918,0.112003654
2,68,-20.666918,0.112003654
2,69,203.08716,0.112003654
2,70,-20.666918,0.112003654
2,71,164.29758,0.112003654
2,72,-20.666918,0.112003654
2,73,-20.666916,0.112003654
2,74,262.86334,0.112003654
2,75,75.56428,0.112003654
2,76,-20.666916,0.112003654
2,77,100.27134,0.112003654
2,78,531.2276,0.112003654
2,79,478.44006,0.112003654
2,80,242.62703,0.112003654
2,81,341.75732,0.112003654
2,82,307.61877,0.112003654
2,83,158.33932,0.112003654
2,84,457.4767,0.112003654
2,85,322.91687,0.112003654
2,86,-20.666916,0.112003654
2,87,331.9237,0.112003654
2,88,-20.666918,0.112003654
2,89,462.35446,0.112003654
2,90,-20.666916,0.112003654
2,91,88.71366,0.112003654
2,92,339.25568,0.112003654
2,93,-20.666918,0.112003654
2,94,-20.666916,0.112003654
2,95,583.4425,0.112003654
2,96,59.648285,0.112003654
2,97,473.74612,0.112003654
2,98,448.03143,0.112003654
2,99,164.5272,0.112003654
3,0,-17.134838,-5.5169797
3,1,-17.13484,-5.5169797
3,2,-17.134838,-5.5169797
3,3,-17.13484,-5.5169797
3,4,-17.13484,-5.5169797
3,5,-17.13484,-5.5169797
3,6,319.0032,-5.5169797
3,7,-17.134838,-5.5169797
3,8,-17.134838,-5.5169797
3,9,-17.13484,-5.5169797
3,10,-17.13484,-5.5169797
3,11,-17.134838,-5.5169797
3,12,-17.134838,-5.5169797
3,13,-17.134838,-5.5169797
3,14,-17.13484,-5.5169797
3,15,-17.13484,-5.5169797
3,16,70.11765,-5.5169797
3,17,-17.134838,-5.5169797
3,18,-17.134838,-5.5169797
3,19,-17.134838,-5.5169797
3,20,-17.13484,-5.5169797
3,21,-17.13484,-5.5169797
3,22,-17.134838,-5.5169797
3,23,-17.13484,-5.5169797
3,24,-17.134838,-5.5169797
3,25,-17.134838,-5.5169797
3,26,-17.13484,-5.5169797
3,27,-17.13484,-5.5169797
3,28,-17.134838,-5.5169797
3,29,-17.134838,-5.5169797
3,30,-17.134838,-5.5169797
3,31,-17.134838,-5.5169797
3,32,-17.134838,-5.5169797
3,33,-17.13484,-5.5169797
3,34,-17.13484,-5.5169797
3,35,-17.134838,-5.5169797
3,36,-17.134838,-5.5169797
3,37,-17.13484,-5.5169797
3,38,-17.134838,-5.5169797
3,39,-17.134838,-5.5169797
3,40,-17.13484,-5.5169797
3,41,-17.134838,-5.5169797
3,42,-17.134838,-5.5169797
3,43,-17.13484,-5.5169797
3,44,-17.13484,-5.5169797
3,45,-17.134838,-5.5169797
3,46,-17.134838,-5.5169797
3,47,-17.13484,-5.5169797
3,48,-17.134838,-5.5169797
3,49,-17.13484,-5.5169797
3,50,-17.134838,-5.5169797
3,51,-17.134838,-5.5169797
3,52,-17.13484,-5.5169797
3,53,-17.134838,-5.5169797
3,54,-17.134838,-5.5169797
3,55,99.41853,-5.5169797
3,56,-17.134838,-5.5169797
3,57,-17.134838,-5.5169797
3,58,-17.13484,-5.5169797
3,59,-17.134838,-5.5169797
3,60,-17.134838,-5.5169797
3,61,-17.134838,-5.5169797
3,62,-17.134838,-5.5169797
3,63,-17.13484,-5.5169797
3,64,-17.134838,-5.5169797
3,65,-17.134838,-5.5169797
3,66,-17.134838,-5.5169797
3,67,-17.134838,-5.5169797
3,68,-17.134838,-5.5169797
3,69,-17.13484,-5.5169797
3,70,-17.134838,-5.5169797
3,71,-17.13484,-5.5169797
3,72,-17.134838,-5.5169797
3,73,-17.134838,-5.5169797
3,74,-17.134838,-5.5169797
3,75,-17.134838,-5.5169797
3,76,-17.13484,-5.5169797
3,77,-17.134838,-5.5169797
3,78,-17.134838,-5.5169797
3,79,-17.134838,-5.5169797
3,80,-17.134838,-5.5169797
3,81,-17.13484,-5.5169797
3,82,-17.13484,-5.5169797
3,83,-17.13484,-5.5169797
3,84,-17.134838,-5.5169797
3,85,-17.134838,-5.5169797
3,86,130.19849,-5.5169797
3,87,81.18537,-5.5169797
3,88,-17.13484,-5.5169797
3,89,-17.13484,-5.5169797
3,90,-17.13484,-5.5169797
3,91,-17.134838,-5.5169797
3,92,-17.134838,-5.5169797
3,93,-17.13484,-5.5169797
3,94,-17.134838,-5.5169797
3,95,-17.134838,-5.5169797
3,96,-17.134838,-5.5169797
3,97,-17.134838,-5.5169797
3,98,-17.134838,-5.5169797
3,99,-17.134838,-5.5169797
4,0,3.738881,96.14681
4,1,-30.126606,96.14681
4,2,-11.299228,96.14681
4,3,391.03043,96.14681
4,4,24.67271,96.14681
4,5,368.2096,96.14681
4,6,130.93321,96.14681
4,7,204.62,96.14681
4,8,165.72974,96.14681
4,9,39.66669,96.14681
4,10,-30.131027,96.14681
4,11,-30.130985,96.14681
4,12,74.52464,96.14681
4,13,392.47586,96.14681
4,14,171.39662,96.14681
4,15,662.0334,96.14681
4,16,470.39374,96.14681
4,17,465.26874,96.14681
4,18,170.30588,96.14681
4,19,-30.128601,96.14681
4,20,-0.6303135,96.14681
4,21,523.70544,96.14681
4,22,815.8267,96.14681
4,23,-30.131031,96.14681
4,24,107.76388,96.14681
4,25,388.81073,96.14681
4,26,189.39119,96.14681
4,27,399.45258,96.14681
4,28,215.66545,96.14681
4,29,360.74954,96.14681
4,30,579.1022,96.14681
4,31,713.5739,96.14681
4,32,190.66348,96.14681
4,33,228.73122,96.14681
4,34,712.57324,96.14681
4,35,-30.131031,96.14681
4,36,-30.131031,96.14681
4,37,-30.083097,96.14681
4,38,-30.131031,96.14681
4,39,-30.131031,96.14681
4,40,-30.131033,96.14681
4,41,-30.131031,96.14681
4,42,-30.131031,96.14681
4,43,132.97905,96.14681
4,44,796.348,96.14681
4,45,-30.131031,96.14681
4,46,511.61737,96.14681
4,47,438.6615,96.14681
4,48,187.36157,96.14681
4,49,-30.131031,96.14681
4,50,-30.111683,96.14681
4,51,-11.950288,96.14681
4,52,224.0552,96.14681
4,53,-30.130985,96.14681
4,54,-30.131033,96.14681
4,55,570.0807,96.14681
4,56,486.91797,96.14681
4,57,563.8604,96.14681
4,58,-30.131033,96.14681
4,59,434.0888,96.14681
4,60,-30.131031,96.14681
4,61,-30.131031,96.14681
4,62,20.142439,96.14681
4,63,50.133537,96.14681
4,64,-30.131031,96.14681
4,65,411.55484,96.14681
4,66,495.7258,96.14681
4,67,378.66626,96.14681
4,68,197.55005,96.14681
4,69,468.76132,96.14681
4,70,669.09845,96.14681
4,71,658.4284,96.14681
4,72,186.4313,96.14681
4,73,909.5658,96.14681
4,74,418.27698,96.14681
4,75,299.8749,96.14681
4,76,897.9208,96.14681
4,77,560.0952,96.14681
4,78,175.21162,96.14681
4,79,626.3957,96.14681
4,80,1024.5983,96.14681
4,81,917.5728,96.14681
4,82,264.4868,96.14681
4,83,468.95227,96.14681
4,84,-30.131033,96.14681
4,85,257.7873,96.14681
4,86,163.77324,96.14681
4,87,-30.131033,96.14681
4,88,595.9626,96.14681
4,89,445.41446,96.14681
4,90,36.73689,96.14681
4,91,-30.131031,96.14681
4,92,604.96826,96.14681
4,93,663.2225,96.14681
4,94,679.08704,96.14681
4,95,415.96262,96.14681
4,96,128.84438,96.14681
4,97,839.02704,96.14681
4,98,-30.131031,96.14681
4,99,226.87274,96.14681
5,0,2206.86,342.07968
5,1,1990.5692,342.07968
5,2,1664.0262,342.07968
5,3,2455.0332,342.07968
5,4,2259.9868,342.07968
5,5,1885.9673,342.07968
5,6,1946.5441,342.07968
5,7,2330.699,342.07968
5,8,2060.79,342.07968
5,9,2076.9438,342.07968
5,10,1719.3264,342.07968
5,11,2101.7122,342.07968
5,12,2051.8918,342.07968
5,13,1981.8976,342.07968
5,14,2184.2756,342.07968
5,15,1964.0415,342.07968
5,16,2235.4304,342.07968
5,17,1696.6981,342.07968
5,18,2073.0754,342.07968
5,19,1953.782,342.07968
5,20,2078.7937,342.07968
5,21,2047.5349,342.07968
5,22,2029.3131,342.07968
5,23,1972.4674,342.07968
5,24,1977.3591,342.07968
5,25,2338.1243,342.07968
5,26,1297.2169,342.07968
5,27,1444.9408,342.07968
5,28,1922.0099,342.07968
5,29,2010.856,342.07968
5,30,1931.647,342.07968
5,31,1710.5605,342.07968
5,32,1580.6738,342.07968
5,33,1842.9146,342.07968
5,34,1488.7472,342.07968
5,35,1188.809,342.07968
5,36,1482.278,342.07968
5,37,1899.2699,342.07968
5,38,1073.5934,342.07968
5,39,1494.4268,342.07968
5,40,1958.2506,342.07968
5,41,1693.763,342.07968
5,42,1853.8838,342.07968
5,43,1552.5404,342.07968
5,44,1959.8541,342.07968
5,45,1433.2853,342.07968
5,46,1331.8508,342.07968
5,47,1244.0548,342.07968
5,48,1731.7471,342.07968
5,49,1750.7571,342.07968
5,50,1355.7794,342.07968
5,51,1639.897,342.07968
5,52,1513.8606,342.07968
5,53,1313.4841,342.07968
5,54,1359.548,342.07968
5,55,1280.409,342.07968
5,56,1090.065,342.07968
5,57,1325.7511,342.07968
5,58,1316.8113,342.07968
5,59,1321.9823,342.07968
5,60,1656.1031,342.07968
5,61,1952.7964,342.07968
5,62,1431.6268,342.07968
5,63,2025.9744,342.07968
5,64,1745.9872,342.07968
5,65,2005.5461,342.07968
5,66,2119.639,342.07968
5,67,1423.3468,342.07968
5,68,1889.6555,342.07968
5,69,2068.0564,342.07968
5,70,1784.8475,342.07968
5,71,1926.8467,342.07968
5,72,1680.655,342.07968
5,73,1706.7825,342.07968
5,74,2248.5964,342.07968
5,75,1913.8395,342.07968
5,76,1859.8374,342.07968
5,77,2132.9263,342.07968
5,78,1770.3384,342.07968
5,79,2060.3428,342.07968
5,80,1785.0145,342.07968
5,81,1770.0939,342.07968
5,82,1809.0095,342.07968
5,83,1566.7195,342.07968
5,84,1835.9879,342.07968
5,85,1992.3456,342.07968
5,86,2284.988,342.07968
5,87,1464.978,342.07968
5,88,1824.8016,342.07968
5,89,1724.9175,342.07968
5,90,2068.3582,342.07968
5,91,1647.4596,342.07968
5,92,2946.444,342.07968
5,93,2364.0557,342.07968
5,94,2017.6702,342.07968
5,95,2808.1682,342.07968
5,96,2007.2451,342.07968
5,97,2303.7505,342.07968
5,98,2236.1467,342.07968
5,99,2439.0437,342.07968
6,0,2719.883,348.17545
6,1,2667.7273,348.17545
6,2,2512.8203,348.17545
6,3,2805.9836,348.17545
6,4,2298.9868,348.17545
6,5,2347.4807,348.17545
6,6,2392.9412,348.17545
6,7,2416.4392,348.17545
6,8,2244.983,348.17545
6,9,2050.113,348.17545
6,10,2282.169,348.17545
6,11,1967.683,348.17545
6,12,2190.9788,348.17545
6,13,2776.7305,348.17545
6,14,2158.2368,348.17545
6,15,2547.692,348.17545
6,16,1962.3185,348.17545
6,17,1768.521,348.17545
6,18,2059.5337,348.17545
6,19,1835.0698,348.17545
6,20,1691.6271,348.17545
6,21,1546.6969,348.17545
6,22,1553.6869,348.17545
6,23,2059.4963,348.17545
6,24,2047.3282,348.17545
6,25,1729.2024,348.17545
6,26,1440.6584,348.17545
6,27,2078.6555,348.17545
6,28,1542.1089,348.17545
6,29,1689.6409,348.17545
6,30,1603.1676,348.17545
6,31,1835.5554,348.17545
6,32,1753.48,348.17545
6,33,2109.647,348.17545
6,34,1500.307,348.17545
6,35,1643.4999,348.17545
6,36,1217.9849,348.17545
6,37,2011.4406,348.17545
6,38,1902.0684,348.17545
6,39,1669.4686,348.17545
6,40,1342.1395,348.17545
6,41,1843.4137,348.17545
6,42,2330.8875,348.17545
6,43,2979.903,348.17545
6,44,2973.8882,348.17545
6,45,1522.0566,348.17545
6,46,2097.906,348.17545
6,47,1664.0734,348.17545
6,48,1765.1892,348.17545
6,49,1637.9906,348.17545
6,50,1907.5167,348.17545
6,51,2203.9941,348.17545
6,52,2548.7073,348.17545
6,53,2309.5571,348.17545
6,54,2336.2988,348.17545
6,55,1743.3516,348.17545
6,56,1533.6362,348.17545
6,57,1734.0713,348.17545
6,58,1648.7584,348.17545
6,59,2023.9156,348.17545
6,60,1940.0205,348.17545
6,61,1747.2086,348.17545
6,62,1971.7251,348.17545
6,63,1651.6722,348.17545
6,64,1516.5457,348.17545
6,65,2146.45,348.17545
6,66,1598.1938,348.17545
6,67,1541.0886,348.17545
6,68,1514.0402,348.17545
6,69,1609.6481,348.17545
6,70,1842.8237,348.17545
6,71,2253.5322,348.17545
6,72,2011.1115,348.17545
6,73,2138.811,348.17545
6,74,1857.284,348.17545
6,75,2256.4128,348.17545
6,76,2079.2595,348.17545
6,77,2074.4194,348.17545
6,78,1731.29,348.17545
6,79,2009.4427,348.17545
6,80,1989.2047,348.17545
6,81,1884.9479,348.17545
6,82,2271.6912,348.17545
6,83,2002.9232,348.17545
6,84,2395.7056,348.17545
6,85,1938.2439,348.17545
6,86,2171.1335,348.17545
6,87,1812.8909,348.17545
6,88,1806.3378,348.17545
6,89,2439.1838,348.17545
6,90,1934.627,348.17545
6,91,2211.8384,348.17545
6,92,2310.3113,348.17545
6,93,1963.5793,348.17545
6,94,2387.1882,348.17545
6,95,2059.3447,348.17545
6,96,2132.6104,348.17545
6,97,2547.097,348.17545
6,98,2420.6545,348.17545
6,99,2615.7837,348.17545
7,0,1541.1638,324.67175
7,1,1320.4829,324.67175
7,2,1350.0067,324.67175
7,3,1945.8419,324.67175
7,4,1257.6519,324.67175
7,5,1741.3436,324.67175
7,6,1599.9386,324.67175
7,7,1137.563,324.67175
7,8,1182.7496,324.67175
7,9,1668.2355,324.67175
7,10,1117.4249,324.67175
7,11,1494.2595,324.67175
7,12,1544.0374,324.67175
7,13,1568.5477,324.67175
7,14,1251.1853,324.67175
7,15,1246.1582,324.67175
7,16,1307.3627,324.67175
7,17,1338.7877,324.67175
7,18,1568.243,324.67175
7,19,1326.3196,324.67175
7,20,1778.8666,324.67175
7,21,1519.7771,324.67175
7,22,1586.3378,324.67175
7,23,1826.0068,324.67175
7,24,1669.6198,324.67175
7,25,1672.7863,324.67175
7,26,2153.2942,324.67175
7,27,1474.5477,324.67175
7,28,1487.194,324.67175
7,29,1955.4001,324.67175
7,30,1884.4586,324.67175
7,31,2006.4779,324.67175
7,32,1913.1462,324.67175
7,33,1641.5349,324.67175
7,34,1877.239,324.67175
7,35,2256.107,324.67175
7,36,1870.7175,324.67175
7,37,2041.4451,324.67175
7,38,1933.8269,324.67175
7,39,1810.9781,324.67175
7,40,1643.9404,324.67175
7,41,1720.4578,324.67175
7,42,1300.1118,324.67175
7,43,1718.9689,324.67175
7,44,1981.3922,324.67175
7,45,2039.641,324.67175
7,46,2141.464,324.67175
7,47,1991.122,324.67175
7,48,2248.8423,324.67175
7,49,2338.9482,324.67175
7,50,1819.6874,324.67175
7,51,2292.1936,324.67175
7,52,2622.268,324.67175
7,53,2009.4801,324.67175
7,54,2092.7139,324.67175
7,55,2009.5369,324.67175
7,56,2163.2202,324.67175
7,57,1957.9043,324.67175
7,58,1923.7069,324.67175
7,59,1931.8186,324.67175
7,60,2041.7991,324.67175
7,61,1931.0588,324.67175
7,62,2047.3612,324.67175
7,63,2181.3972,324.67175
7,64,2318.586,324.67175
7,65,1751.1409,324.67175
7,66,2140.1401,324.67175
7,67,2130.7786,324.67175
7,68,2244.402,324.67175
7,69,1778.1545,324.67175
7,70,2373.8186,324.67175
7,71,2438.9216,324.67175
7,72,2055.0876,324.67175
7,73,1669.7903,324.67175
7,74,1729.9716,324.67175
7,75,1331.2307,324.67175
7,76,2029.7368,324.67175
7,77,2026.9265,324.67175
7,78,1958.1744,324.67175
7,79,2029.2609,324.67175
7,80,1810.5585,324.67175
7,81,1859.273,324.67175
7,82,1676.8453,324.67175
7,83,1701.5802,324.67175
7,84,2028.2661,324.67175
7,85,1465.5739,324.67175
7,86,1304.8763,324.67175
7,87,2085.0332,324.67175
7,88,1946.2671,324.67175
7,89,1736.4788,324.67175
7,90,1654.5586,324.67175
7,91,1823.0294,324.67175
7,92,1879.3723,324.67175
7,93,2292.4653,324.67175
7,94,1404.8682,324.67175
7,95,2021.8086,324.67175
7,96,2068.6252,324.67175
7,97,1793.3353,324.67175
7,98,1700.4303,324.67175
7,99,1551.5381,324.67175
8,0,2529.8203,328.6521
8,1,2393.9314,328.6521
8,2,1771.7468,328.6521
8,3,1986.0323,328.6521
8,4,1953.3301,328.6521
8,5,1795.0205,328.6521
8,6,1958.389,328.6521
8,7,2019.1395,328.6521
8,8,2111.295,328.6521
8,9,1804.9337,328.6521
8,10,1539.0698,328.6521
8,11,1819.3744,328.6521
8,12,1608.315,328.6521
8,13,1938.3882,328.6521
8,14,1597.8386,328.6521
8,15,1844.662,328.6521
8,16,2282.08,328.6521
8,17,1952.7129,328.6521
8,18,1818.0555,328.6521
8,19,2721.8306,328.6521
8,20,1948.532,328.6521
8,21,1251.6917,328.6521
8,22,1693.8416,328.6521
8,23,2034.161,328.6521
8,24,1781.3107,328.6521
8,25,1466.2579,328.6521
8,26,1711.0972,328.6521
8,27,1892.0317,328.6521
8,28,1511.4673,328.6521
8,29,1702.463,328.6521
8,30,1699.26,328.6521
8,31,1686.4398,328.6521
8,32,1932.2715,328.6521
8,33,1595.847,328.6521
8,34,1763.0773,328.6521
8,35,1713.3483,328.6521
8,36,1349.7744,328.6521
8,37,1757.5037,328.6521
8,38,1349.3767,328.6521
8,39,1693.7472,328.6521
8,40,1679.1396,328.6521
8,41,1961.8943,328.6521
8,42,1565.3073,328.6521
8,43,1812.9287,328.6521
8,44,1614.6337,328.6521
8,45,1884.2864,328.6521
8,46,1664.1184,328.6521
8,47,1897.636,328.6521
8,48,1525.2645,328.6521
8,49,1938.4712,328.6521
8,50,2041.861,328.6521
8,51,1413.1588,328.6521
8,52,1444.8872545454544,328.6521
8,53,1476.6157090909091,328.6521
8,54,1508.3441636363636,328.6521
8,55,1540.0726181818181,328.6521
8,56,1571.8010727272726,328.6521
8,57,1603.5295272727274,328.6521
8,58,1635.2579818181819,328.6521
8,59,1666.9864363636364,328.6521
8,60,1698.714890909091,328.6521
8,61,1730.4433454545456,328.6521
8,62,1762.1718,328.6521
8,63,1616.4891,328.6521
8,64,2031.6163,328.6521
8,65,1494.7892,328.6521
8,66,2156.716,328.6521
8,67,1976.9562,328.6521
8,68,1476.3884,328.6521
8,69,1367.6444,328.6521
8,70,2334.4272,328.6521
8,71,2030.1798,328.6521
8,72,1849.6362,328.6521
8,73,2097.008,328.6521
8,74,2286.3628,328.6521
8,75,1355.3439,328.6521
8,76,2110.5383,328.6521
8,77,2267.969,328.6521
8,78,2342.8682,328.6521
8,79,1156.0892,328.6521
8,80,1960.97,328.6521
8,81,2131.156,328.6521
8,82,1666.3679,328.6521
8,83,2094.3591,328.6521
8,84,2192.567,328.6521
8,85,1892.6609,328.6521
8,86,2153.437,328.6521
8,87,1711.6727,328.6521
8,88,2237.5383,328.6521
8,89,1612.9014,328.6521
8,90,2211.9873,328.6521
8,91,1973.0309,328.6521
8,92,1686.4207,328.6521
8,93,1627.1578,328.6521
8,94,2040.8489,328.6521
8,95,1354.5077,328.6521
8,96,1921.2717,328.6521
8,97,1660.0215,328.6521
8,98,1922.8354,328.6521
8,99,2499.9194,328.6521
9,0,2883.3943,377.74414
9,1,2976.475,377.74414
9,2,3145.8542,377.74414
9,3,2905.3887,377.74414
9,4,3290.4946,377.74414
9,5,2566.9146,377.74414
9,6,2849.6018,377.74414
9,7,2464.6382,377.74414
9,8,2801.9875,377.74414
9,9,2670.168,377.74414
9,10,2570.363,377.74414
9,11,2060.9749,377.74414
