,Unnamed: 0,Path,EmbryoID,Line,Date,RNAi,Cyt,Mem_tot,Mem_ant,Mem_post,UniPol,Genotype
0,0,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,30_",1580292350,lp637,200129,wt,1.0744708601583107e-08,0.00023732116203335069,-4.315152427215688e-06,0.0005533378388286372,Pol,WT
1,1,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,30_1",1580292382,lp637,200129,wt,9.999841290984774e-09,0.00022647436089201996,-5.155793495255236e-06,0.000548435241479122,Pol,WT
2,2,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,30_2",1580292449,lp637,200129,wt,9.853956354370303e-09,0.0002213699909451785,-5.462817859047603e-06,0.0005374756053524278,Pol,WT
3,3,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_",1580292501,lp637,200129,wt,9.86781474680708e-09,0.00022323817358603666,-5.670851694683144e-06,0.0005300451426589048,Pol,WT
4,4,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_1",1580292520,lp637,200129,wt,9.801107737608432e-09,0.00022190003180039503,-5.700503909381801e-06,0.0005221039581636318,Pol,WT
5,5,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_2",1580292634,lp637,200129,wt,8.981609423437594e-09,0.00018218079956817162,7.847368976875752e-06,0.0004119715518119059,Pol,WT
6,6,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_3",1580292710,lp637,200129,wt,1.0421224709748606e-08,0.00019557868891632252,-4.349904312482759e-06,0.00047419644745006796,Pol,WT
7,7,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_4",1580292794,lp637,200129,wt,1.1519081586002117e-08,0.0002202662611060021,-6.032039543055528e-06,0.0004981104705277787,Pol,WT
8,8,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200129_lp637_wt_tom4,15,60/15,60_5",1580292871,lp637,200129,wt,1.0576347822941118e-08,0.0002364158298183119,-7.719778188456689e-06,0.0005524754142921042,Pol,WT
17,17,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/00",1580465014,lp637,200131,2001301800par2,3.2037569024213896e-09,1.5253618230275597e-05,6.381869334490866e-06,3.523498798030676e-05,Pol,WT
18,18,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/01",1580465112,lp637,200131,2001301800par2,2.545796895123678e-09,7.859880381939776e-06,4.756578329250309e-06,1.39687980034985e-05,Pol,WT
19,19,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/02",1580465526,lp637,200131,2001301800par2,2.8294444345109883e-09,1.0514305150400431e-05,3.7771368383319334e-06,2.4065932570034488e-05,Pol,WT
20,20,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/03",1580465615,lp637,200131,2001301800par2,3.4752810404987003e-09,1.2723844876615599e-05,3.5202742172844527e-06,3.3419733086071976e-05,Pol,WT
21,21,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_lp637_2001301800par2_tom4,15,60/04",1580465704,lp637,200131,2001301800par2,3.433408974150084e-09,1.8235032037948826e-05,2.8159382464016097e-06,5.413172823679916e-05,Pol,WT
24,24,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/06",1580466806,nwg201,200131,2001301800par2,2.568473895542801e-09,1.8737484486269985e-05,1.3626366042179726e-05,2.337924156747227e-05,Uni,WT
25,25,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/07",1580466933,nwg201,200131,2001301800par2,6.489148367839199e-10,9.38229655393954e-06,6.119516350826826e-06,1.0308888776373899e-05,Uni,WT
26,26,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/08",1580467263,nwg201,200131,2001301800par2,2.266961032889066e-09,8.726332609297381e-06,8.690864740951227e-06,1.4883212459924946e-05,Uni,WT
27,27,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/09",1580467394,nwg201,200131,2001301800par2,1.5561692096143717e-09,5.262049899805488e-06,2.875806044626499e-06,6.1098711009283984e-06,Uni,WT
28,28,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/10",1580467481,nwg201,200131,2001301800par2,1.853648756313019e-09,9.627997189825237e-06,8.509023392896872e-06,1.3574896307330196e-05,Uni,WT
29,29,"/Users/blandt/Desktop/Paper data//Imaging/PAR-2 NEBD/200131_nwg201_2001301800par2_tom4,15,60/11",1580467559,nwg201,200131,2001301800par2,1.7290915141245889e-09,6.896520381063386e-06,6.116209055063682e-06,7.811080558656481e-06,Uni,WT
